ScenarioID,Iteration,0
369,0,9135179.459956031
369,1,9759303.672362626
369,2,8019268.999360966
369,3,9403490.511193495
369,4,8496684.496644609
369,5,9591638.172929235
369,6,9840867.367022183
369,7,9435946.207740601
369,8,8842111.27348809
369,9,8786995.81098573
369,10,8384254.213514175
369,11,9445984.519415438
369,12,8826825.497473486
369,13,8908172.963309884
369,14,9498463.668619152
369,15,9537228.1657868
369,16,9400258.370634852
369,17,8606886.774771396
369,18,9441599.425370084
369,19,8615732.652198117
369,20,8283821.240788765
369,21,9015432.964516135
369,22,7988666.28147333
369,23,9466253.073670654
369,24,9321942.455991779
369,25,8433937.987262176
369,26,9444663.634489683
369,27,9086152.846126167
369,28,9753489.475635312
369,29,9318081.891450703
369,30,9001214.445643088
369,31,7980854.637496479
369,32,8672490.21334785
369,33,9443844.485060692
369,34,9125480.741522182
369,35,9603705.393833831
369,36,9214090.679041531
369,37,9137939.72672973
369,38,9360455.111330835
369,39,9390793.588035211
369,40,9104515.201518117
369,41,10035480.157192782
369,42,9835072.909787493
369,43,8373269.4201436285
369,44,9178202.305698887
369,45,8933264.277374394
369,46,9136403.792595938
369,47,9281693.246449338
369,48,8829500.453578815
369,49,9519107.866235178
369,50,8466846.55183463
369,51,9308377.563698329
369,52,9150610.639386399
369,53,9044268.6287989
369,54,9250405.87096478
369,55,9739073.616570534
369,56,8548342.7922371
369,57,9085617.205816235
369,58,8702115.840656085
369,59,9580704.745656136
369,60,8445237.2171876
369,61,8728487.218658818
369,62,8673318.32903132
369,63,8691474.980483308
369,64,7924078.416100575
369,65,7989667.072803043
369,66,9075806.041721478
369,67,8235423.307593102
369,68,9403329.817081884
369,69,9059696.969684953
369,70,8900419.405403592
369,71,9149801.715288801
369,72,8532175.199449686
369,73,8639258.607744223
369,74,8870622.29772879
369,75,9544662.093988117
369,76,9029632.334252464
369,77,8938149.93868857
369,78,9159150.742152013
369,79,9172811.015619026
369,80,9100479.448212428
369,81,9759313.380301045
369,82,8640661.586144574
369,83,8780767.477338716
369,84,9250073.678093363
369,85,9105569.151920639
369,86,8881273.6170489
369,87,8927350.279099599
369,88,9878848.433852205
369,89,9575876.935024112
369,90,9367010.70363113
369,91,9044374.008816585
369,92,8963435.213443877
369,93,8765959.150359603
369,94,9077954.294617875
369,95,9374269.474335862
369,96,9791922.001078468
369,97,9139252.233458377
369,98,8625673.086016567
369,99,9370939.062062364
369,100,8827395.661680052
369,101,9148211.742255762
369,102,8802186.551706966
369,103,8973434.846796872
369,104,8372803.574517354
369,105,8783045.294035813
369,106,9478283.64274972
369,107,9625758.110114912
369,108,8567728.598051026
369,109,9624870.080992663
369,110,9153827.986819262
369,111,9645507.481787244
369,112,9732110.328774791
369,113,9089912.247714061
369,114,8913604.609589525
369,115,8914655.85109565
369,116,8483330.856822249
369,117,9746910.482842095
369,118,8812707.451585334
369,119,9179293.288644558
369,120,8901291.745016167
369,121,9427201.38100365
369,122,10167305.598286606
369,123,8947708.867130123
369,124,9110562.524798082
369,125,9207675.020946532
369,126,9114788.235509327
369,127,8777289.543966722
369,128,8898117.100273745
369,129,8846536.736922441
369,130,9317378.533926452
369,131,9366638.050571928
369,132,9280961.18806726
369,133,9567096.034649096
369,134,9123168.131742874
369,135,8805930.48988381
369,136,9273967.161175158
369,137,8817507.06460275
369,138,8972059.071384618
369,139,9042590.881614745
369,140,9552328.112413023
369,141,8719438.99598152
369,142,8835990.240357717
369,143,8695992.477113636
369,144,8712917.760581445
369,145,8499718.176624166
369,146,9510608.434004672
369,147,9675187.617446706
369,148,8729824.232580593
369,149,9201665.24393199
369,150,10149429.908955812
369,151,8587019.786410367
369,152,8647288.675576033
369,153,9269623.543702971
369,154,9765871.974591129
369,155,8464768.207921006
369,156,9299449.92854058
369,157,8875230.995040856
369,158,8919406.562506596
369,159,9331647.596606206
369,160,8398350.835159905
369,161,9480599.671489611
369,162,8592147.691673698
369,163,9269676.233078077
369,164,9008637.672432618
369,165,9647810.533151196
369,166,9092800.593332216
369,167,8241310.073595831
369,168,8798919.900552813
369,169,9619717.520160526
369,170,8681678.153491804
369,171,9913459.267260352
369,172,8777487.598264856
369,173,8761564.935833653
369,174,8514929.30379445
369,175,8668887.00692945
369,176,9561592.701774921
369,177,8964769.542938828
369,178,8983425.781112317
369,179,8941593.768456865
369,180,9642506.752985742
369,181,9114306.033436626
369,182,8199158.194554553
369,183,8370865.244922397
369,184,9749146.080638207
369,185,9124189.33373247
369,186,9259089.092330262
369,187,9202233.986454526
369,188,9859380.294178717
369,189,9894235.696584407
369,190,9227941.919077327
369,191,8632866.68554194
369,192,9157597.573548313
369,193,8459745.019617654
369,194,9139437.654293817
369,195,9353960.56130701
369,196,9142172.454503752
369,197,9476595.382924154
369,198,8102037.455660828
369,199,9247925.113515384
369,200,8672232.711115224
369,201,8777189.862185946
369,202,8991521.69936585
369,203,9896438.716866968
369,204,9431196.753825938
369,205,8227395.735365361
369,206,8654954.83156578
369,207,9361275.324586948
369,208,10057920.126905423
369,209,9330533.290890696
369,210,9511618.544351937
369,211,8785683.348105604
369,212,9643192.94649661
369,213,8493843.514710426
369,214,8800049.655872995
369,215,9143047.831253204
369,216,9093738.406872902
369,217,9060278.98463301
369,218,9221751.722718246
369,219,8859708.954491854
369,220,9054409.646627294
369,221,8438274.508808779
369,222,8121899.70218688
369,223,9446820.730916394
369,224,9612014.217071496
369,225,9666881.096842019
369,226,9384046.518623576
369,227,8643146.964040548
369,228,9324645.70698932
369,229,9983780.783032574
369,230,9422705.713751506
369,231,9076156.587551426
369,232,8106034.810287042
369,233,8617695.194223113
369,234,9427504.016307926
369,235,9583348.836185142
369,236,9335685.769242031
369,237,8119560.749590497
369,238,9283542.557165073
369,239,9328074.52313588
369,240,8882918.905353345
369,241,8784859.517755825
369,242,9040999.476561217
369,243,9462029.592532331
369,244,9182906.70551615
369,245,8903375.24995578
369,246,9490057.338080328
369,247,8974672.504385127
369,248,9167943.774039926
369,249,8925358.379407777
369,250,8594186.771999534
369,251,9072778.52666576
369,252,8998001.673716987
369,253,8694227.080437407
369,254,8210170.671118849
369,255,8649390.629372133
369,256,8665745.888190586
369,257,9205322.10661992
369,258,9296940.254074926
369,259,9306985.118099408
369,260,9889457.149083069
369,261,9246074.710253486
369,262,9128154.718206065
369,263,8915064.706139049
369,264,8359754.278813772
369,265,9053892.329712834
369,266,8656350.948135205
369,267,8959820.856241731
369,268,9773399.885900134
369,269,9143811.304772865
369,270,9332016.581961475
369,271,9528022.440517832
369,272,8722662.817535784
369,273,9163644.036441984
369,274,9147459.866776168
369,275,8735296.893919097
369,276,8988080.841692973
369,277,8865105.735121153
369,278,9311132.756596012
369,279,9414098.050681092
369,280,9120390.023749877
369,281,9718598.53374286
369,282,9558550.179841686
369,283,9278228.114813639
369,284,9731954.721985122
369,285,9496757.443050591
369,286,8239187.073988386
369,287,9867688.705060752
369,288,9142477.225363044
369,289,8794879.85630368
369,290,9150977.265600024
369,291,7961761.474281339
369,292,9436419.70441257
369,293,8542960.305525169
369,294,9509730.580166431
369,295,8799867.973693196
369,296,9001717.305093018
369,297,8883747.005441587
369,298,8738297.60207767
369,299,9756268.893299593
369,300,8948039.985509386
369,301,8337016.318849429
369,302,9564892.072094485
369,303,9588454.507083694
369,304,9258695.694291607
369,305,9398243.38939669
369,306,8858077.587357659
369,307,8884312.967823174
369,308,8932047.452537408
369,309,9043694.709487367
369,310,8971829.016926326
369,311,9590199.357651994
369,312,8567789.3752218
369,313,9468196.08235986
369,314,10026134.148993472
369,315,9626011.034327913
369,316,9178682.187463647
369,317,9011558.353911476
369,318,8990503.175814472
369,319,8522384.258150943
369,320,8692861.915702509
369,321,9583632.354118194
369,322,8772230.90585316
369,323,8096664.004468747
369,324,8934644.84217021
369,325,9982204.888262518
369,326,8738906.231445806
369,327,8985284.297888393
369,328,8938097.347369777
369,329,9758117.278607132
369,330,9411952.438881693
369,331,8347754.55585999
369,332,8655771.501841009
369,333,8249763.188263542
369,334,9714046.780024247
369,335,9033671.619046772
369,336,9021002.340790164
369,337,9018000.251818242
369,338,9252568.678855835
369,339,8835955.514766637
369,340,9230267.082155531
369,341,9339773.822110975
369,342,8416550.680114212
369,343,9564413.417332511
369,344,9210703.145794667
369,345,9432766.722533554
369,346,8505277.996097876
369,347,8989011.735982396
369,348,8510482.247007236
369,349,8679359.277989523
369,350,9259481.859105196
369,351,8372840.203747259
369,352,9084691.690718936
369,353,9005558.701194199
369,354,8775212.846252324
369,355,9613981.445055047
369,356,9991048.966243017
369,357,8985242.835081717
369,358,8700456.6320519
369,359,9116952.046897
369,360,8463468.00274287
369,361,8771852.849871224
369,362,9451385.639613464
369,363,8684027.714289228
369,364,8661758.327034865
369,365,9589308.483102972
369,366,9161859.552282246
369,367,8890714.3500837
369,368,9358191.989379348
369,369,8549856.638522087
369,370,9818761.038889319
369,371,8928333.278589888
369,372,8630319.77144944
369,373,9230696.879741684
369,374,9848376.400238091
369,375,9246468.810574444
369,376,8990868.05610568
369,377,9579618.26750181
369,378,9178363.681802476
369,379,8749680.311347293
369,380,9045852.55564191
369,381,9161595.009082388
369,382,9176352.501377432
369,383,9461946.425242854
369,384,9113276.948119907
369,385,9304681.77698038
369,386,8777902.730733125
369,387,8908593.886178272
369,388,9573132.098277284
369,389,9399695.766839795
369,390,9206201.372493034
369,391,8736917.624588972
369,392,9931079.990805233
369,393,8984686.078909433
369,394,8388952.733079314
369,395,9528904.228141662
369,396,8914865.329884825
369,397,8703746.639772547
369,398,9191969.957018085
369,399,9061170.76046294
369,400,9153030.308821896
369,401,9347006.199669395
369,402,8058511.121542925
369,403,8920974.131555494
369,404,9449144.036936147
369,405,9038944.143661618
369,406,7813784.718611842
369,407,9781014.536169276
369,408,9314084.68822962
369,409,9021465.636713335
369,410,8928842.213852273
369,411,9034975.344586771
369,412,8748760.67492157
369,413,8484645.688592052
369,414,9546509.110565206
369,415,8807061.174968638
369,416,8409956.516303096
369,417,9589597.81948384
369,418,9344190.293926014
369,419,9615124.551098946
369,420,8895907.542574212
369,421,9157567.307667717
369,422,9692387.860409645
369,423,8993065.999189094
369,424,10062912.84013159
369,425,10084592.704284806
369,426,9323275.877040118
369,427,9645844.93693336
369,428,9091034.807433648
369,429,9206661.31349931
369,430,9502684.958300458
369,431,8669873.832113894
369,432,9265094.908439185
369,433,8744412.392809695
369,434,8210378.433750156
369,435,9042558.079988938
369,436,9381352.709161354
369,437,9269987.760689082
369,438,9453557.57183887
369,439,8572371.484734844
369,440,9179983.779527958
369,441,8456582.1490175
369,442,9321599.952752145
369,443,8551717.998720657
369,444,9312668.995598158
369,445,9131724.365324764
369,446,9142883.44092075
369,447,7554411.989403315
369,448,8774320.544293635
369,449,8830148.490714943
369,450,9334843.258730909
369,451,9082398.212331584
369,452,9566959.13625732
369,453,9823102.265485715
369,454,8861145.786421452
369,455,8495492.87722939
369,456,8869538.924908064
369,457,8589943.050796226
369,458,8637537.893355686
369,459,8397438.473140443
369,460,8983779.400648316
369,461,10247318.193901261
369,462,8859213.396028455
369,463,8944413.415430298
369,464,8404797.648620185
369,465,9247081.57690408
369,466,9319088.658297012
369,467,8126469.347641485
369,468,9642369.480381088
369,469,8158881.784654616
369,470,9127285.621350173
369,471,8735280.590884997
369,472,8797405.889836892
369,473,9176426.647826774
369,474,9522094.139230771
369,475,9166077.315695282
369,476,8202059.815907376
369,477,9167574.622435797
369,478,9648069.46920694
369,479,8261939.133290572
369,480,9713742.154697338
369,481,8618892.229126303
369,482,9494400.838225907
369,483,9498886.677056983
369,484,8731707.898530856
369,485,8672622.159922913
369,486,9602240.465158002
369,487,8851630.394109275
369,488,9022220.543661201
369,489,8520847.105347678
369,490,9100675.103118045
369,491,9696781.188664317
369,492,9559091.916749507
369,493,9265776.968372103
369,494,8678889.482128575
369,495,8193704.805072251
369,496,9265728.834544083
369,497,8336971.475044617
369,498,9283681.942710957
369,499,9197955.084466107
