ScenarioID,Iteration,0
314,0,14193962.398837414
314,1,14037402.598399496
314,2,14307831.0317397
314,3,14294323.02403838
314,4,13819774.677866563
314,5,14170722.728835456
314,6,14032187.145210115
314,7,13868945.225755606
314,8,14401931.55762527
314,9,13620931.851466067
314,10,14298097.323217675
314,11,13756527.410305068
314,12,13967734.149871677
314,13,14079622.36988031
314,14,14482410.681303877
314,15,14394344.76785274
314,16,14181894.19631582
314,17,13970961.246599892
314,18,13747503.627977388
314,19,14149089.417892877
314,20,13753418.381649658
314,21,14341008.460100485
314,22,13847506.753079051
314,23,14204982.612324458
314,24,13540576.732922416
314,25,13783672.094698004
314,26,14154392.28572407
314,27,14107842.879598962
314,28,14450670.700781826
314,29,14213854.032571808
314,30,14517621.056499021
314,31,14681258.26932002
314,32,14178424.31206126
314,33,14432265.012370365
314,34,14042536.803609382
314,35,13867505.654122358
314,36,14124429.888569439
314,37,14280965.418616273
314,38,13428012.761223339
314,39,13622634.298417883
314,40,14373991.163997024
314,41,14548559.69974162
314,42,14124261.3511661
314,43,14291934.92190539
314,44,13985498.335732188
314,45,13842260.879486302
314,46,13481743.90531241
314,47,14047709.94339946
314,48,14022926.618402652
314,49,13896704.983587544
314,50,14237973.983454691
314,51,14250573.247022092
314,52,13611544.641746907
314,53,13880702.01886701
314,54,14437924.36214266
314,55,14174504.587238774
314,56,13984460.144416515
314,57,13777409.93982594
314,58,14016020.051126089
314,59,14433695.151838338
314,60,13803225.231996864
314,61,13911984.417146634
314,62,14216753.401670454
314,63,14328756.167856717
314,64,13864901.546183936
314,65,14078531.806764176
314,66,14436687.529097168
314,67,14338010.372031512
314,68,13901392.4161733
314,69,14297220.661569363
314,70,14208094.64578464
314,71,14078276.035659192
314,72,14473668.18034608
314,73,14481064.473275244
314,74,14079470.908419017
314,75,14123562.621551491
314,76,13846386.680202795
314,77,14229540.179987913
314,78,14082274.817087203
314,79,14043513.443771964
314,80,13903015.12894123
314,81,14296360.71716744
314,82,14237082.503188567
314,83,14489322.297333855
314,84,14530984.325176807
314,85,14278287.156840576
314,86,14182947.362713877
314,87,13955594.123933746
314,88,13738878.97170206
314,89,14071552.856015934
314,90,14142527.445691234
314,91,14125491.850542394
314,92,14043253.959828105
314,93,14149002.4719134
314,94,14345546.844926465
314,95,13868698.99966019
314,96,14189173.974789718
314,97,13953993.016914256
314,98,14007418.362094097
314,99,14124997.381679181
314,100,14172243.583578363
314,101,14164420.335936416
314,102,14101143.830049321
314,103,14274181.011646878
314,104,13990842.629812948
314,105,14403664.090654355
314,106,14147447.704824748
314,107,14043760.822450807
314,108,14374567.388175987
314,109,14425831.358954037
314,110,14326788.21575751
314,111,14215814.336297452
314,112,14166733.573304161
314,113,13996181.549491312
314,114,13867798.796670118
314,115,14713335.068820676
314,116,14106667.239941778
314,117,14202825.11819585
314,118,14601584.899346808
314,119,13878227.137760077
314,120,14304168.435129642
314,121,14021401.31961714
314,122,13872188.979227947
314,123,13506947.365666982
314,124,14174169.010793852
314,125,14218104.46496088
314,126,14120777.45415911
314,127,13985802.67647512
314,128,14507885.969920319
314,129,14730446.965664795
314,130,14553183.107046433
314,131,14069969.58003581
314,132,14174269.23192236
314,133,14606071.46224633
314,134,13941834.003649116
314,135,13822249.77308638
314,136,14221962.548114486
314,137,14378334.353658702
314,138,14255729.438849185
314,139,14387087.251523921
314,140,14447420.491638046
314,141,14227528.897920784
314,142,13764703.264182016
314,143,14186387.333740894
314,144,13958883.103672845
314,145,14110950.9326549
314,146,14502966.055214122
314,147,14740943.815425543
314,148,14008506.11055107
314,149,13965654.913666785
314,150,14602395.348060459
314,151,13744820.710172888
314,152,14036249.91313069
314,153,13829479.72392478
314,154,14172363.867250048
314,155,13979532.74499238
314,156,13621088.116761383
314,157,14276796.848653654
314,158,14285001.589926692
314,159,13921873.125022944
314,160,14124785.68775357
314,161,13844181.30829483
314,162,13794335.463462707
314,163,14054159.295785047
314,164,14253083.697456982
314,165,13667425.696039239
314,166,14332039.083965097
314,167,14425580.832231317
314,168,14556186.440936908
314,169,14062197.118314859
314,170,13930925.399770182
314,171,13906225.682875246
314,172,14227493.058060525
314,173,14258600.177107915
314,174,13721018.940987865
314,175,13547562.505624792
314,176,14101102.419785293
314,177,14059743.67744779
314,178,14187957.904555812
314,179,14429980.951424409
314,180,13797877.049682375
314,181,14088027.545276389
314,182,14399659.360563861
314,183,14021216.77715782
314,184,14394512.620551988
314,185,13839952.45681279
314,186,14189599.498507613
314,187,14092614.287985917
314,188,13959018.170977792
314,189,14429727.973510835
314,190,14227042.7900741
314,191,13696136.28181473
314,192,14613768.59755887
314,193,14028079.58634877
314,194,13582466.281200305
314,195,14434048.497208914
314,196,14138984.986525577
314,197,13985462.38899696
314,198,14193410.69812648
314,199,14080707.113463808
314,200,14171693.570926787
314,201,13690555.07120263
314,202,14092561.09733287
314,203,14650346.59960438
314,204,14360373.834529903
314,205,14275140.792413274
314,206,14246150.063734306
314,207,14511990.112508487
314,208,13817756.531832734
314,209,14231249.324954309
314,210,14404849.377301712
314,211,13738727.02496514
314,212,13902319.679610556
314,213,14160545.115150772
314,214,13895382.529190317
314,215,14243217.614886982
314,216,14138737.86760447
314,217,14269518.415511163
314,218,14171182.64166468
314,219,14159512.818727829
314,220,13850796.712990532
314,221,13569648.602949042
314,222,14435720.901822992
314,223,14227078.693694022
314,224,14250609.603686085
314,225,14441465.22771572
314,226,14054368.269279458
314,227,14139547.644428765
314,228,13902945.054741088
314,229,14095925.584589811
314,230,13890977.27260708
314,231,14106039.646629812
314,232,14220409.37326683
314,233,13786149.74008329
314,234,14345872.085427657
314,235,14021103.565720681
314,236,14110323.712965762
314,237,14139124.507460982
314,238,14187440.702289384
314,239,13858319.194712868
314,240,13990100.876190001
314,241,13996393.267292319
314,242,13687186.208105277
314,243,13526120.65256992
314,244,14410255.442763876
314,245,13916071.791846504
314,246,13877575.989914242
314,247,14413008.28147632
314,248,14033183.555621859
314,249,14318842.490932316
314,250,14586377.129371524
314,251,14895108.232852327
314,252,14192030.020629136
314,253,14005033.267108709
314,254,13706800.257983405
314,255,14366031.034806004
314,256,13561167.786164109
314,257,14113215.904233059
314,258,13888825.086508784
314,259,13830788.422857996
314,260,14431656.276991868
314,261,14071098.356270552
314,262,14185051.779791113
314,263,14394383.05355206
314,264,14097536.56357005
314,265,14571545.66630367
314,266,14281958.944908362
314,267,13900443.671025911
314,268,14480536.89947983
314,269,14239642.007103685
314,270,13816898.214209314
314,271,14319879.066230802
314,272,13968510.697835777
314,273,14053456.90660087
314,274,14199844.415861866
314,275,13927953.20167733
314,276,14216605.218490418
314,277,14281039.928739363
314,278,13945007.17978674
314,279,13538322.522670055
314,280,14000077.861453433
314,281,14028929.667234488
314,282,14168334.374818519
314,283,14225620.917316265
314,284,14331554.637819989
314,285,13696240.756106015
314,286,14357532.1890409
314,287,13893862.915704109
314,288,13880184.508669607
314,289,14405100.931516828
314,290,14267642.61573103
314,291,14044820.182772638
314,292,14435886.879314987
314,293,13995140.74747359
314,294,14034753.938201103
314,295,14275217.894240743
314,296,14036908.76699392
314,297,14467603.741717646
314,298,13870716.05316694
314,299,14024729.168310536
314,300,13983621.695039066
314,301,14246378.008278502
314,302,14176801.37655293
314,303,14257166.469173634
314,304,14656454.425644623
314,305,14513468.856958508
314,306,13980387.380377723
314,307,13852934.253932524
314,308,14018666.097239219
314,309,14409422.066829326
314,310,14662548.642345604
314,311,13952765.814023938
314,312,14204450.884230433
314,313,13801998.925783146
314,314,14346520.33675087
314,315,14340595.841892695
314,316,14141558.279152479
314,317,13894705.602556596
314,318,14202145.263718508
314,319,14739128.100297222
314,320,14188591.046880368
314,321,14388455.476369549
314,322,14281269.433851413
314,323,13816422.509007342
314,324,14396225.442256814
314,325,14168121.277327817
314,326,14213350.458844496
314,327,13984803.870877817
314,328,13668843.228171166
314,329,14200275.114005292
314,330,14366928.942101717
314,331,14017034.018247109
314,332,14276955.54960894
314,333,14097337.07227703
314,334,14227089.252331382
314,335,13915213.546065727
314,336,14093540.430287318
314,337,14543647.522698434
314,338,13935086.16843314
314,339,14245847.466318032
314,340,14117753.642754287
314,341,14173530.624742359
314,342,14132258.728686702
314,343,14127177.175558979
314,344,14307271.372106787
314,345,13835884.657843912
