Iteration,3,4
0,5377483006.431256,4461798181.736881
1,6004459088.94837,4829595998.092799
2,5638151193.042845,4659783809.057757
3,5276258879.819837,4358892465.6876135
4,5764857742.941611,4764116234.99652
5,5960873197.207102,4835655642.402366
6,5550918835.899594,4536316213.780031
7,5600715228.223043,4619588311.903803
8,5025255503.267254,4242609240.5619044
9,5325436738.5177765,4415928935.799637
10,5246921102.916743,4342262685.89629
11,5610208207.619537,4584039010.3683405
12,5027053331.128146,4260176577.4684734
13,5419326315.027414,4470953854.733873
14,5467134649.741721,4608109292.418189
15,5258875896.41121,4377465231.548008
16,5087223099.815744,4284886450.3710904
17,5055231832.748921,4226830919.523167
18,5319347506.733698,4453791103.253595
19,5737575440.235471,4675310579.972297
20,5889347787.01854,4762781177.967372
21,5272784940.909252,4307719981.918105
22,6294005944.312096,5109384942.705923
23,5353032512.446609,4467808862.839539
24,5082656037.583819,4122008842.286247
25,4963878196.434805,4131311309.5326385
26,5260156839.004849,4416267380.238966
27,4896430141.957445,4204316047.4662685
28,5367575810.864133,4469948138.541688
29,4978963737.048688,4231904254.7938123
30,5422003795.323588,4404349218.500678
31,5064685401.536727,4333933738.442197
32,5051119051.040687,4254117616.308644
33,5491119101.764778,4585377177.667563
34,5114096514.444753,4312036432.620721
35,5391397767.03696,4403699674.395864
36,5406021267.065649,4440177063.863186
37,5571859052.485047,4600627351.897466
38,5580376934.447478,4638420813.32603
39,5355013306.004725,4398859617.239137
40,5465219590.450771,4523128403.833162
41,5362748635.979291,4484031242.161953
42,5334986288.04936,4449482898.053343
43,6222207942.968765,5044349849.922891
44,5390592457.2804575,4468106411.960991
45,4927297524.546554,4221522657.605462
46,5277691364.8449545,4492423579.100309
47,5308514332.4506,4491697164.628266
48,5457268929.0922365,4570228451.24037
49,5291376042.350386,4426684696.105177
50,5406045280.770361,4604246685.762461
51,5878165965.470792,4734020859.336347
52,5386560920.115785,4542672732.124289
53,5258694824.62013,4365104255.450205
54,5003964669.144187,4210512433.0450306
55,5169640787.033703,4290221851.425792
56,5466889199.40936,4393479665.64814
57,5663777391.291335,4562552338.80318
58,4870256364.374883,4273752779.9917707
59,5563153095.9633465,4563297701.097942
60,5123005176.426719,4350421931.6315775
61,5372778060.929054,4486633507.232877
62,5516365980.331868,4506206531.358951
63,5604391223.05681,4640596032.156062
64,5529100804.91303,4572293280.649501
65,5629853271.536082,4698749818.012552
66,5803556580.294525,4673269330.598829
67,5202780091.973277,4293564776.918936
68,5949592849.435111,4801654121.615238
69,6467263055.404691,5325900795.853784
70,5414730733.828487,4488775221.494302
71,5485004826.31963,4534980829.3929615
72,5111248989.261222,4378295730.155532
73,5489240969.149317,4579421954.264262
74,5633885164.675519,4632773080.320979
75,5274081267.746924,4433650846.991347
76,5546092298.9896345,4586223675.8299055
77,5842666455.237737,4778888985.946765
78,5300073560.433092,4410964580.270412
79,5452098378.997288,4453566787.632942
80,4991743509.901755,4292000168.905778
81,5414070325.864923,4485918916.363799
82,5359152314.276606,4551110008.275996
83,5432349623.309813,4580431610.308491
84,5471445309.469313,4513043488.351005
85,5358837250.041421,4488719426.112133
86,5347255841.120565,4422734686.525793
87,5539571848.668039,4540268846.896763
88,5225372021.518372,4345794795.296994
89,5006086263.5435915,4207248872.1261063
90,5284190589.935699,4426076007.927499
91,5275214634.07745,4417156109.388944
92,5617026625.196029,4727326481.581092
93,5201700381.303913,4263073215.6243453
94,5287286008.959488,4321678445.258067
95,5818932621.214818,4793588277.840077
96,5142443353.98047,4230515911.103237
97,4994798306.339055,4194470758.3412795
98,5495783623.759101,4458204662.602985
99,5251049570.030912,4430190446.224424
100,5322498382.688139,4428836363.941888
101,5235033869.785919,4375762451.164207
102,5284958088.1036215,4372795651.65657
103,5509670090.315434,4546051554.086474
104,5200652621.57482,4375129382.89657
105,5747163223.500269,4671586647.961455
106,5618894782.990442,4582821422.776138
107,5345342185.005688,4408908985.580773
108,5250176993.273017,4307011902.973754
109,5677000178.657121,4645920318.419371
110,5739557176.463844,4722463250.167833
111,5527901707.610485,4496682924.492403
112,5030499532.474821,4242526535.4272666
113,4852668892.648868,4157011815.053526
114,5175080017.875024,4307150459.183342
115,5464652995.698039,4521456203.898698
116,5219405193.007019,4332029093.159889
117,4925591327.837995,4117141588.3978806
118,5481100691.524767,4466843059.939887
119,5231074063.602171,4391144812.72311
120,5526670493.68437,4601320150.1430235
121,5550108918.763369,4523981426.708128
122,5345690046.527207,4484690582.726568
123,5423108362.133213,4443409771.260375
124,5176304593.870808,4296911882.9533615
125,5503668813.476527,4446194254.149681
126,5464584383.794531,4537368883.281166
127,5463084951.760349,4451951354.335354
128,5508653000.158003,4564832849.881533
129,5352799930.826039,4453622814.83666
130,5541369879.095416,4563245854.333228
131,5730827790.470553,4751641432.750407
132,5281224732.339209,4409288432.497411
133,5179498881.936553,4391081555.455438
134,6215424804.4756,5071064523.944295
135,5781221943.303062,4656887710.569929
136,4816181880.541943,4096937085.45029
137,5064986158.128188,4211953531.2019553
138,5424802555.041586,4479775435.932319
139,5504949105.061851,4466279663.804705
140,5640998395.810475,4644511114.220376
141,5439998951.054954,4421988263.234644
142,5501707815.465465,4552406049.700519
143,5234510604.7245,4311666881.645585
144,5317228447.558041,4392630758.662304
145,4884950148.1259165,4171736738.6170278
146,4737452909.715469,4058039252.978645
147,5700364295.008064,4725107399.609271
148,5538265901.845441,4545912980.014131
149,5117058647.408113,4162514106.9578037
150,5921105914.120371,4945611318.059999
151,5656175750.624433,4586175765.939124
152,5013810059.581058,4232341866.2477317
153,5416152557.89976,4474771016.828303
154,5599053321.753721,4749457250.520277
155,5245157856.545093,4336388318.737786
156,5343588884.469251,4414210179.627719
157,4712442764.5893545,4011571503.1343927
158,5216365212.741125,4314834217.063599
159,5124864076.0158825,4328530668.877227
160,5580464455.47608,4577917001.326437
161,5532743605.330698,4622719299.245452
162,5327813900.004485,4427683148.743372
163,5573299078.000199,4544261820.171361
164,5299083794.3997,4430496652.739744
165,5323267874.032676,4389760562.96566
166,5165154052.539017,4320815492.156489
167,5083017960.094842,4209346076.102251
168,5145528917.575271,4300419207.578014
