PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,Time,WindDirection10m,WindSpeed10m,Zenith
2011-12-31T17:00:00Z,2011-12-31T16:00:00Z,PT60M,29.6,0.15,-154,0.0,15.7,0,0,0,0,0,0,31.6,43.0,0.0,974.2,2011-12-31T17:00:00Z,19,5.8,134
2011-12-31T18:00:00Z,2011-12-31T17:00:00Z,PT60M,29.0,0.15,-139,0.0,17.4,0,0,0,0,0,0,32.8,49.4,0.0,974.3,2011-12-31T18:00:00Z,14,5.9,126
2011-12-31T19:00:00Z,2011-12-31T18:00:00Z,PT60M,28.6,0.15,-129,0.0,18.2,0,0,0,0,0,0,33.6,53.4,0.0,974.6,2011-12-31T19:00:00Z,11,5.7,116
2011-12-31T20:00:00Z,2011-12-31T19:00:00Z,PT60M,28.3,0.15,-121,0.0,18.5,0,0,0,0,0,0,34.0,55.3,0.0,975.2,2011-12-31T20:00:00Z,8,5.4,104
2011-12-31T21:00:00Z,2011-12-31T20:00:00Z,PT60M,28.0,0.15,-115,0.0,18.7,12,38,4,17,12,19,34.3,56.8,0.0,975.9,2011-12-31T21:00:00Z,5,5.0,91
2011-12-31T22:00:00Z,2011-12-31T21:00:00Z,PT60M,28.9,0.15,-111,0.0,18.6,61,339,93,154,109,353,34.2,53.6,0.0,976.2,2011-12-31T22:00:00Z,356,4.9,78
2011-12-31T23:00:00Z,2011-12-31T22:00:00Z,PT60M,30.6,0.15,-108,0.0,18.3,106,610,269,377,304,724,33.9,47.7,0.0,976.4,2011-12-31T23:00:00Z,343,5.1,65
2012-01-01T00:00:00Z,2011-12-31T23:00:00Z,PT60M,32.5,0.15,-106,0.0,18.0,134,744,470,604,526,903,33.6,42.1,0.0,976.6,2012-01-01T00:00:00Z,332,5.5,51
2012-01-01T01:00:00Z,2012-01-01T00:00:00Z,PT60M,34.2,0.15,-105,0.0,16.9,151,816,646,797,722,980,33.6,35.7,0.0,976.2,2012-01-01T01:00:00Z,325,5.2,37
2012-01-01T02:00:00Z,2012-01-01T01:00:00Z,PT60M,35.9,0.15,-107,0.0,15.3,165,851,774,939,867,1020,33.9,29.4,0.0,975.5,2012-01-01T02:00:00Z,320,4.2,24
2012-01-01T03:00:00Z,2012-01-01T02:00:00Z,PT60M,37.5,0.15,-128,0.3,13.6,177,858,838,1016,947,1035,34.2,24.1,0.0,974.7,2012-01-01T03:00:00Z,312,3.1,11
2012-01-01T04:00:00Z,2012-01-01T03:00:00Z,PT60M,38.3,0.15,147,10.2,12.4,361,570,562,925,872,931,34.4,21.4,0.0,974.0,2012-01-01T04:00:00Z,311,2.0,10
2012-01-01T05:00:00Z,2012-01-01T04:00:00Z,PT60M,38.6,0.15,111,15.3,11.7,443,397,373,816,772,846,34.6,20.1,0.0,973.2,2012-01-01T05:00:00Z,332,1.0,20
2012-01-01T06:00:00Z,2012-01-01T05:00:00Z,PT60M,38.8,0.15,105,35.9,11.1,423,129,117,542,521,555,34.7,19.0,0.0,972.5,2012-01-01T06:00:00Z,56,0.8,33
2012-01-01T07:00:00Z,2012-01-01T06:00:00Z,PT60M,38.7,0.15,105,46.8,10.8,338,4,1,340,332,344,34.9,18.8,0.0,972.2,2012-01-01T07:00:00Z,73,1.4,47
2012-01-01T08:00:00Z,2012-01-01T07:00:00Z,PT60M,38.5,0.15,107,22.2,10.8,230,175,73,304,276,431,35.1,19.0,0.0,972.3,2012-01-01T08:00:00Z,68,1.9,61
2012-01-01T09:00:00Z,2012-01-01T08:00:00Z,PT60M,38.1,0.15,110,23.7,10.8,117,87,36,154,140,217,35.4,19.4,0.0,972.3,2012-01-01T09:00:00Z,64,2.4,74
2012-01-01T10:00:00Z,2012-01-01T09:00:00Z,PT60M,37.1,0.15,114,10.4,11.4,26,0,0,26,25,26,36.7,21.4,0.0,972.9,2012-01-01T10:00:00Z,55,2.8,88
2012-01-01T11:00:00Z,2012-01-01T10:00:00Z,PT60M,35.4,0.15,119,0.0,12.4,0,0,0,0,0,0,38.8,24.9,0.0,973.8,2012-01-01T11:00:00Z,45,3.2,100
2012-01-01T12:00:00Z,2012-01-01T11:00:00Z,PT60M,33.8,0.15,126,0.0,13.4,0,0,0,0,0,0,40.9,29.3,0.0,974.7,2012-01-01T12:00:00Z,36,3.7,112
2012-01-01T13:00:00Z,2012-01-01T12:00:00Z,PT60M,32.6,0.15,136,0.0,14.6,0,0,0,0,0,0,42.5,33.7,0.0,975.2,2012-01-01T13:00:00Z,27,4.2,123
2012-01-01T14:00:00Z,2012-01-01T13:00:00Z,PT60M,32.0,0.15,149,0.0,15.9,0,0,0,0,0,0,43.7,38.1,0.0,975.3,2012-01-01T14:00:00Z,18,4.6,132
2012-01-01T15:00:00Z,2012-01-01T14:00:00Z,PT60M,31.3,0.15,167,0.0,17.3,0,0,0,0,0,0,44.9,43.0,0.0,975.5,2012-01-01T15:00:00Z,10,5.1,137
2012-01-01T16:00:00Z,2012-01-01T15:00:00Z,PT60M,30.7,0.15,-173,0.0,18.2,0,0,0,0,0,0,45.4,47.4,0.0,975.3,2012-01-01T16:00:00Z,5,5.4,138
2012-01-01T17:00:00Z,2012-01-01T16:00:00Z,PT60M,30.1,0.16,-154,0.0,19.0,0,0,0,0,0,0,45.4,51.4,0.0,975.0,2012-01-01T17:00:00Z,0,5.5,134
2012-01-01T18:00:00Z,2012-01-01T17:00:00Z,PT60M,29.5,0.16,-139,0.0,19.7,0,0,0,0,0,0,45.3,55.5,0.0,974.6,2012-01-01T18:00:00Z,356,5.6,126
2012-01-01T19:00:00Z,2012-01-01T18:00:00Z,PT60M,29.1,0.16,-129,0.0,20.2,0,0,0,0,0,0,45.1,58.9,0.0,974.8,2012-01-01T19:00:00Z,353,5.5,116
2012-01-01T20:00:00Z,2012-01-01T19:00:00Z,PT60M,28.7,0.16,-121,0.0,20.6,0,0,0,0,0,0,44.8,61.7,0.0,975.2,2012-01-01T20:00:00Z,351,5.4,104
2012-01-01T21:00:00Z,2012-01-01T20:00:00Z,PT60M,28.3,0.16,-115,0.0,20.9,11,27,3,15,12,18,44.5,64.3,0.0,975.7,2012-01-01T21:00:00Z,348,5.2,91
2012-01-01T22:00:00Z,2012-01-01T21:00:00Z,PT60M,28.8,0.16,-111,0.2,20.7,65,294,79,145,105,322,44.7,61.4,0.0,976.4,2012-01-01T22:00:00Z,336,4.6,78
2012-01-01T23:00:00Z,2012-01-01T22:00:00Z,PT60M,30.0,0.16,-108,7.1,20.0,171,385,161,332,280,570,45.3,55.1,0.0,977.1,2012-01-01T23:00:00Z,314,4.2,65
2012-01-02T00:00:00Z,2012-01-01T23:00:00Z,PT60M,31.2,0.16,-105,3.5,19.3,176,607,394,572,506,814,45.9,49.0,0.0,977.9,2012-01-02T00:00:00Z,290,4.5,51
2012-01-02T01:00:00Z,2012-01-02T00:00:00Z,PT60M,32.3,0.16,-105,0.0,18.7,171,768,608,779,707,955,46.1,44.6,0.0,977.9,2012-01-02T01:00:00Z,278,4.5,37
2012-01-02T02:00:00Z,2012-01-02T01:00:00Z,PT60M,33.2,0.16,-107,0.0,18.2,192,799,727,919,851,997,46.1,41.3,0.0,977.4,2012-01-02T02:00:00Z,271,4.0,24
2012-01-02T03:00:00Z,2012-01-02T02:00:00Z,PT60M,34.0,0.16,-128,0.1,17.8,217,795,776,994,929,1012,46.0,38.3,0.0,976.8,2012-01-02T03:00:00Z,263,3.5,11
2012-01-02T04:00:00Z,2012-01-02T03:00:00Z,PT60M,34.6,0.16,147,2.9,17.5,290,691,682,972,912,981,45.7,36.3,0.0,976.2,2012-01-02T04:00:00Z,259,2.9,9
2012-01-02T05:00:00Z,2012-01-02T04:00:00Z,PT60M,35.0,0.16,110,1.6,17.3,264,706,659,924,861,974,45.3,35.1,0.0,975.5,2012-01-02T05:00:00Z,260,2.2,20
2012-01-02T06:00:00Z,2012-01-02T05:00:00Z,PT60M,35.4,0.16,105,4.8,17.1,280,592,499,780,721,890,44.9,34.0,0.0,974.7,2012-01-02T06:00:00Z,264,1.5,33
2012-01-02T07:00:00Z,2012-01-02T06:00:00Z,PT60M,35.5,0.16,105,21.0,17.0,354,213,163,518,489,581,44.6,33.4,0.0,974.4,2012-01-02T07:00:00Z,292,1.0,47
2012-01-02T08:00:00Z,2012-01-02T07:00:00Z,PT60M,35.4,0.16,107,49.9,16.8,219,20,12,232,225,242,44.4,33.3,0.0,974.5,2012-01-02T08:00:00Z,337,1.2,61
2012-01-02T09:00:00Z,2012-01-02T08:00:00Z,PT60M,35.2,0.16,110,64.7,16.7,73,0,0,73,71,73,44.2,33.3,0.0,974.5,2012-01-02T09:00:00Z,359,1.9,74
2012-01-02T10:00:00Z,2012-01-02T09:00:00Z,PT60M,34.5,0.16,114,22.4,16.8,13,0,0,13,13,13,44.2,34.9,0.0,974.9,2012-01-02T10:00:00Z,11,2.6,87
2012-01-02T11:00:00Z,2012-01-02T10:00:00Z,PT60M,33.3,0.16,119,0.0,16.9,0,0,0,0,0,0,44.2,37.6,0.0,975.4,2012-01-02T11:00:00Z,18,3.3,100
2012-01-02T12:00:00Z,2012-01-02T11:00:00Z,PT60M,32.1,0.16,126,0.0,17.2,0,0,0,0,0,0,44.2,40.8,0.0,976.0,2012-01-02T12:00:00Z,23,4.1,112
2012-01-02T13:00:00Z,2012-01-02T12:00:00Z,PT60M,31.3,0.16,136,0.0,17.6,0,0,0,0,0,0,44.1,44.2,0.0,976.2,2012-01-02T13:00:00Z,23,4.6,123
2012-01-02T14:00:00Z,2012-01-02T13:00:00Z,PT60M,30.7,0.16,149,0.0,18.3,0,0,0,0,0,0,43.9,47.6,0.0,976.2,2012-01-02T14:00:00Z,20,4.9,132
2012-01-02T15:00:00Z,2012-01-02T14:00:00Z,PT60M,30.2,0.16,167,0.0,19.0,0,0,0,0,0,0,43.7,51.3,0.0,976.2,2012-01-02T15:00:00Z,17,5.2,137
2012-01-02T16:00:00Z,2012-01-02T15:00:00Z,PT60M,29.6,0.16,-173,0.0,19.6,0,0,0,0,0,0,43.9,55.3,0.0,976.1,2012-01-02T16:00:00Z,15,5.4,138
2012-01-02T17:00:00Z,2012-01-02T16:00:00Z,PT60M,28.9,0.15,-154,0.0,20.3,0,0,0,0,0,0,44.3,59.7,0.0,975.9,2012-01-02T17:00:00Z,12,5.4,134
2012-01-02T18:00:00Z,2012-01-02T17:00:00Z,PT60M,28.2,0.15,-139,0.0,20.9,0,0,0,0,0,0,44.7,64.5,0.0,975.7,2012-01-02T18:00:00Z,10,5.3,126
2012-01-02T19:00:00Z,2012-01-02T18:00:00Z,PT60M,27.7,0.15,-129,0.0,21.2,0,0,0,0,0,0,45.0,67.8,0.0,976.0,2012-01-02T19:00:00Z,8,5.2,116
2012-01-02T20:00:00Z,2012-01-02T19:00:00Z,PT60M,27.4,0.15,-121,0.0,21.4,0,0,0,0,0,0,45.3,70.0,0.0,976.6,2012-01-02T20:00:00Z,7,5.0,104
2012-01-02T21:00:00Z,2012-01-02T20:00:00Z,PT60M,27.1,0.15,-115,0.7,21.6,11,13,0,13,11,11,45.6,71.9,0.0,977.2,2012-01-02T21:00:00Z,5,4.8,91
2012-01-02T22:00:00Z,2012-01-02T21:00:00Z,PT60M,27.5,0.15,-111,26.6,21.6,86,6,0,87,84,86,46.4,70.4,0.0,977.9,2012-01-02T22:00:00Z,5,4.5,78
2012-01-02T23:00:00Z,2012-01-02T22:00:00Z,PT60M,28.3,0.15,-108,34.3,21.5,231,9,6,237,232,241,47.6,66.5,0.0,978.6,2012-01-02T23:00:00Z,5,4.3,65
2012-01-03T00:00:00Z,2012-01-02T23:00:00Z,PT60M,29.3,0.15,-105,14.6,21.4,266,345,238,504,463,634,48.7,62.4,0.0,979.3,2012-01-03T00:00:00Z,5,4.1,51
2012-01-03T01:00:00Z,2012-01-03T00:00:00Z,PT60M,30.2,0.15,-105,2.0,21.1,223,663,530,754,689,906,49.3,58.2,0.0,979.2,2012-01-03T01:00:00Z,5,3.5,38
2012-01-03T02:00:00Z,2012-01-03T01:00:00Z,PT60M,31.0,0.15,-107,0.0,20.7,213,764,695,909,842,985,49.3,54.1,0.0,978.7,2012-01-03T02:00:00Z,3,2.8,24
2012-01-03T03:00:00Z,2012-01-03T02:00:00Z,PT60M,31.9,0.15,-127,0.4,20.3,216,792,773,990,925,1007,49.3,50.2,0.0,978.1,2012-01-03T03:00:00Z,359,2.1,11
2012-01-03T04:00:00Z,2012-01-03T03:00:00Z,PT60M,32.1,0.15,147,12.9,20.2,410,477,471,880,834,886,49.6,49.6,0.0,977.5,2012-01-03T04:00:00Z,7,1.6,9
2012-01-03T05:00:00Z,2012-01-03T04:00:00Z,PT60M,31.8,0.15,110,13.5,20.5,400,457,425,826,778,863,50.0,51.2,0.0,977.0,2012-01-03T05:00:00Z,29,1.5,19
2012-01-03T06:00:00Z,2012-01-03T05:00:00Z,PT60M,31.5,0.15,105,29.6,20.8,430,180,165,595,571,615,50.4,53.1,0.0,976.6,2012-01-03T06:00:00Z,50,1.7,33
2012-01-03T07:00:00Z,2012-01-03T06:00:00Z,PT60M,31.2,0.15,105,29.5,20.9,387,111,69,457,437,513,50.6,54.3,0.0,976.4,2012-01-03T07:00:00Z,58,2.1,47
2012-01-03T08:00:00Z,2012-01-03T07:00:00Z,PT60M,31.0,0.15,107,45.1,20.9,223,56,34,258,247,286,50.5,54.9,0.0,976.5,2012-01-03T08:00:00Z,59,2.7,61
2012-01-03T09:00:00Z,2012-01-03T08:00:00Z,PT60M,30.9,0.15,110,46.9,20.9,106,0,0,106,104,106,50.3,55.4,0.0,976.7,2012-01-03T09:00:00Z,60,3.3,74
2012-01-03T10:00:00Z,2012-01-03T09:00:00Z,PT60M,30.4,0.15,113,14.3,21.1,26,0,0,26,26,26,49.5,57.5,0.0,976.9,2012-01-03T10:00:00Z,58,3.6,87
2012-01-03T11:00:00Z,2012-01-03T10:00:00Z,PT60M,29.8,0.15,119,0.0,21.4,0,0,0,0,0,0,48.1,60.8,0.0,977.1,2012-01-03T11:00:00Z,54,3.7,100
2012-01-03T12:00:00Z,2012-01-03T11:00:00Z,PT60M,29.2,0.15,126,0.0,21.8,0,0,0,0,0,0,46.7,64.4,0.0,977.3,2012-01-03T12:00:00Z,50,3.8,112
2012-01-03T13:00:00Z,2012-01-03T12:00:00Z,PT60M,28.5,0.15,135,0.0,21.7,0,0,0,0,0,0,45.8,66.5,0.0,977.4,2012-01-03T13:00:00Z,45,3.8,123
2012-01-03T14:00:00Z,2012-01-03T13:00:00Z,PT60M,27.8,0.15,149,0.0,21.2,0,0,0,0,0,0,45.1,67.3,0.0,977.5,2012-01-03T14:00:00Z,39,3.7,132
2012-01-03T15:00:00Z,2012-01-03T14:00:00Z,PT60M,27.1,0.15,167,0.0,20.7,0,0,0,0,0,0,44.6,68.0,0.0,977.5,2012-01-03T15:00:00Z,33,3.7,137
2012-01-03T16:00:00Z,2012-01-03T15:00:00Z,PT60M,26.6,0.15,-173,0.0,20.6,0,0,0,0,0,0,44.5,69.5,0.0,977.4,2012-01-03T16:00:00Z,27,3.7,138
2012-01-03T17:00:00Z,2012-01-03T16:00:00Z,PT60M,26.2,0.15,-154,0.0,20.7,0,0,0,0,0,0,44.7,71.5,0.0,977.3,2012-01-03T17:00:00Z,21,3.9,134
2012-01-03T18:00:00Z,2012-01-03T17:00:00Z,PT60M,25.9,0.15,-139,0.0,20.8,0,0,0,0,0,0,45.0,73.7,0.0,977.2,2012-01-03T18:00:00Z,17,4.1,126
2012-01-03T19:00:00Z,2012-01-03T18:00:00Z,PT60M,25.7,0.15,-129,0.0,21.0,0,0,0,0,0,0,45.2,75.5,0.0,977.5,2012-01-03T19:00:00Z,13,4.1,116
2012-01-03T20:00:00Z,2012-01-03T19:00:00Z,PT60M,25.5,0.15,-121,0.0,21.2,0,0,0,0,0,0,45.5,77.2,0.0,978.0,2012-01-03T20:00:00Z,10,3.9,104
2012-01-03T21:00:00Z,2012-01-03T20:00:00Z,PT60M,25.4,0.15,-115,0.0,21.4,10,35,4,15,11,18,45.8,78.7,0.0,978.5,2012-01-03T21:00:00Z,7,3.8,92
2012-01-03T22:00:00Z,2012-01-03T21:00:00Z,PT60M,26.3,0.15,-111,0.0,21.5,56,345,93,149,103,347,45.3,75.2,0.0,978.8,2012-01-03T22:00:00Z,6,3.6,78
2012-01-03T23:00:00Z,2012-01-03T22:00:00Z,PT60M,28.0,0.15,-108,0.0,21.7,100,616,268,368,296,718,44.2,68.7,0.0,979.0,2012-01-03T23:00:00Z,5,3.5,65
2012-01-04T00:00:00Z,2012-01-03T23:00:00Z,PT60M,29.7,0.15,-105,0.0,21.8,129,741,464,592,517,895,43.0,62.3,0.0,979.1,2012-01-04T00:00:00Z,6,3.4,51
2012-01-04T01:00:00Z,2012-01-04T00:00:00Z,PT60M,31.4,0.15,-104,0.0,21.3,151,803,633,785,711,967,42.3,55.2,0.0,978.8,2012-01-04T01:00:00Z,11,3.1,38
2012-01-04T02:00:00Z,2012-01-04T01:00:00Z,PT60M,32.9,0.15,-107,0.0,20.4,168,834,758,927,857,1007,41.9,48.0,0.0,978.1,2012-01-04T02:00:00Z,20,2.9,24
2012-01-04T03:00:00Z,2012-01-04T02:00:00Z,PT60M,34.3,0.15,-126,0.6,19.5,185,835,815,1002,934,1020,41.6,41.7,0.0,977.3,2012-01-04T03:00:00Z,32,2.8,11
2012-01-04T04:00:00Z,2012-01-04T03:00:00Z,PT60M,35.3,0.15,147,20.3,18.8,474,343,339,813,778,816,41.2,37.9,0.0,976.5,2012-01-04T04:00:00Z,45,3.0,9
2012-01-04T05:00:00Z,2012-01-04T04:00:00Z,PT60M,35.9,0.15,110,10.9,18.3,325,573,527,853,801,901,40.8,35.5,0.0,975.8,2012-01-04T05:00:00Z,56,3.4,19
2012-01-04T06:00:00Z,2012-01-04T05:00:00Z,PT60M,36.4,0.15,105,27.5,17.8,368,274,251,620,590,644,40.3,33.5,0.0,975.1,2012-01-04T06:00:00Z,65,4.0,33
2012-01-04T07:00:00Z,2012-01-04T06:00:00Z,PT60M,36.4,0.15,105,33.4,17.5,416,22,12,430,418,443,40.1,32.9,0.0,974.8,2012-01-04T07:00:00Z,67,4.3,47
2012-01-04T08:00:00Z,2012-01-04T07:00:00Z,PT60M,36.0,0.15,107,16.0,17.3,250,242,103,354,319,522,40.0,33.3,0.0,974.8,2012-01-04T08:00:00Z,66,4.4,61
2012-01-04T09:00:00Z,2012-01-04T08:00:00Z,PT60M,35.6,0.15,109,9.3,17.2,117,217,69,187,156,311,40.0,33.9,0.0,974.8,2012-01-04T09:00:00Z,65,4.6,74
2012-01-04T10:00:00Z,2012-01-04T09:00:00Z,PT60M,34.5,0.15,113,3.2,17.5,29,50,10,39,32,60,39.4,36.4,0.0,975.1,2012-01-04T10:00:00Z,61,4.4,87
2012-01-04T11:00:00Z,2012-01-04T10:00:00Z,PT60M,33.1,0.15,119,0.0,17.9,0,0,0,0,0,0,38.5,40.6,0.0,975.6,2012-01-04T11:00:00Z,55,4.2,100
2012-01-04T12:00:00Z,2012-01-04T11:00:00Z,PT60M,31.6,0.15,126,0.0,18.4,0,0,0,0,0,0,37.6,45.5,0.0,976.1,2012-01-04T12:00:00Z,48,3.9,112
2012-01-04T13:00:00Z,2012-01-04T12:00:00Z,PT60M,30.8,0.15,135,0.0,18.6,0,0,0,0,0,0,37.2,48.3,0.0,976.4,2012-01-04T13:00:00Z,38,3.8,123
2012-01-04T14:00:00Z,2012-01-04T13:00:00Z,PT60M,30.4,0.15,149,0.0,18.6,0,0,0,0,0,0,37.1,49.3,0.0,976.5,2012-01-04T14:00:00Z,25,4.0,132
2012-01-04T15:00:00Z,2012-01-04T14:00:00Z,PT60M,30.0,0.15,167,0.0,18.5,0,0,0,0,0,0,37.1,50.1,0.0,976.6,2012-01-04T15:00:00Z,14,4.3,137
2012-01-04T16:00:00Z,2012-01-04T15:00:00Z,PT60M,29.5,0.15,-173,0.0,18.7,0,0,0,0,0,0,37.0,52.3,0.0,976.5,2012-01-04T16:00:00Z,7,4.5,138
2012-01-04T17:00:00Z,2012-01-04T16:00:00Z,PT60M,28.9,0.15,-154,0.0,19.1,0,0,0,0,0,0,36.9,55.5,0.0,976.3,2012-01-04T17:00:00Z,2,4.5,134
2012-01-04T18:00:00Z,2012-01-04T17:00:00Z,PT60M,28.3,0.15,-139,0.0,19.6,0,0,0,0,0,0,36.8,59.1,0.0,976.1,2012-01-04T18:00:00Z,358,4.5,126
2012-01-04T19:00:00Z,2012-01-04T18:00:00Z,PT60M,27.8,0.15,-128,0.0,19.9,0,0,0,0,0,0,36.6,62.1,0.0,976.2,2012-01-04T19:00:00Z,356,4.4,116
2012-01-04T20:00:00Z,2012-01-04T19:00:00Z,PT60M,27.4,0.15,-121,0.0,20.1,0,0,0,0,0,0,36.3,64.7,0.0,976.7,2012-01-04T20:00:00Z,355,4.2,104
2012-01-04T21:00:00Z,2012-01-04T20:00:00Z,PT60M,27.0,0.15,-115,0.3,20.4,11,18,1,13,11,12,36.1,67.2,0.0,977.1,2012-01-04T21:00:00Z,355,4.0,92
2012-01-04T22:00:00Z,2012-01-04T21:00:00Z,PT60M,27.6,0.15,-111,12.0,20.4,96,90,24,121,106,175,36.1,65.0,0.0,977.6,2012-01-04T22:00:00Z,356,3.8,79
2012-01-04T23:00:00Z,2012-01-04T22:00:00Z,PT60M,28.9,0.15,-107,9.8,20.3,157,380,178,336,288,565,36.3,59.6,0.0,978.2,2012-01-04T23:00:00Z,357,3.6,65
2012-01-05T00:00:00Z,2012-01-04T23:00:00Z,PT60M,30.3,0.15,-105,1.9,20.1,154,673,427,582,512,859,36.4,54.3,0.0,978.8,2012-01-05T00:00:00Z,359,3.4,51
2012-01-05T01:00:00Z,2012-01-05T00:00:00Z,PT60M,31.9,0.15,-104,0.1,19.6,168,780,614,782,710,964,36.2,48.4,0.0,978.6,2012-01-05T01:00:00Z,5,3.0,38
2012-01-05T02:00:00Z,2012-01-05T01:00:00Z,PT60M,33.4,0.15,-106,2.9,19.0,243,724,654,898,833,974,35.6,42.6,0.0,977.9,2012-01-05T02:00:00Z,16,2.5,24
2012-01-05T03:00:00Z,2012-01-05T02:00:00Z,PT60M,35.0,0.15,-125,5.3,18.3,304,666,650,954,896,971,34.9,37.3,0.0,977.2,2012-01-05T03:00:00Z,32,2.0,11
2012-01-05T04:00:00Z,2012-01-05T03:00:00Z,PT60M,36.2,0.15,147,3.3,17.6,258,742,731,990,929,999,34.5,33.3,0.0,976.4,2012-01-05T04:00:00Z,51,2.1,9
2012-01-05T05:00:00Z,2012-01-05T04:00:00Z,PT60M,37.2,0.15,110,10.0,16.8,354,545,518,872,821,905,34.3,30.1,0.0,975.5,2012-01-05T05:00:00Z,64,2.4,19
2012-01-05T06:00:00Z,2012-01-05T05:00:00Z,PT60M,38.1,0.15,104,23.0,16.0,466,212,185,652,622,688,34.1,27.3,0.0,974.6,2012-01-05T06:00:00Z,73,2.9,33
2012-01-05T07:00:00Z,2012-01-05T06:00:00Z,PT60M,38.3,0.15,105,14.5,15.5,322,365,234,556,511,715,34.0,26.1,0.0,974.2,2012-01-05T07:00:00Z,76,3.3,47
2012-01-05T08:00:00Z,2012-01-05T07:00:00Z,PT60M,38.0,0.15,106,14.6,15.1,224,294,159,383,345,553,34.1,25.9,0.0,974.1,2012-01-05T08:00:00Z,76,3.5,60
2012-01-05T09:00:00Z,2012-01-05T08:00:00Z,PT60M,37.7,0.15,109,35.0,14.8,122,65,28,149,138,197,34.3,25.9,0.0,974.1,2012-01-05T09:00:00Z,76,3.8,74
2012-01-05T10:00:00Z,2012-01-05T09:00:00Z,PT60M,36.8,0.15,113,14.7,14.9,24,0,0,24,24,24,34.3,27.4,0.0,974.5,2012-01-05T10:00:00Z,68,3.8,87
2012-01-05T11:00:00Z,2012-01-05T10:00:00Z,PT60M,35.5,0.15,118,0.0,15.3,0,0,0,0,0,0,34.4,30.1,0.0,975.1,2012-01-05T11:00:00Z,56,3.7,100
2012-01-05T12:00:00Z,2012-01-05T11:00:00Z,PT60M,34.2,0.15,125,0.0,15.7,0,0,0,0,0,0,34.4,33.2,0.0,975.8,2012-01-05T12:00:00Z,42,3.8,112
2012-01-05T13:00:00Z,2012-01-05T12:00:00Z,PT60M,33.2,0.15,135,0.0,15.9,0,0,0,0,0,0,34.3,35.4,0.0,976.1,2012-01-05T13:00:00Z,29,4.2,123
2012-01-05T14:00:00Z,2012-01-05T13:00:00Z,PT60M,32.5,0.15,149,0.0,15.8,0,0,0,0,0,0,34.2,36.6,0.0,976.2,2012-01-05T14:00:00Z,18,4.7,132
2012-01-05T15:00:00Z,2012-01-05T14:00:00Z,PT60M,31.9,0.15,166,0.0,15.7,0,0,0,0,0,0,34.1,37.7,0.0,976.3,2012-01-05T15:00:00Z,9,5.4,137
2012-01-05T16:00:00Z,2012-01-05T15:00:00Z,PT60M,31.1,0.15,-173,0.0,15.8,0,0,0,0,0,0,34.0,39.8,0.0,976.1,2012-01-05T16:00:00Z,4,5.7,138
2012-01-05T17:00:00Z,2012-01-05T16:00:00Z,PT60M,30.3,0.15,-154,0.0,16.2,0,0,0,0,0,0,33.9,42.7,0.0,975.9,2012-01-05T17:00:00Z,360,5.7,134
2012-01-05T18:00:00Z,2012-01-05T17:00:00Z,PT60M,29.4,0.15,-139,0.0,16.6,0,0,0,0,0,0,33.8,46.0,0.0,975.6,2012-01-05T18:00:00Z,356,5.6,126
2012-01-05T19:00:00Z,2012-01-05T18:00:00Z,PT60M,28.7,0.15,-128,0.0,16.8,0,0,0,0,0,0,33.7,48.6,0.0,975.8,2012-01-05T19:00:00Z,354,5.4,116
2012-01-05T20:00:00Z,2012-01-05T19:00:00Z,PT60M,28.2,0.15,-121,0.0,17.0,0,0,0,0,0,0,33.8,50.8,0.0,976.2,2012-01-05T20:00:00Z,353,5.1,104
2012-01-05T21:00:00Z,2012-01-05T20:00:00Z,PT60M,27.7,0.15,-115,0.0,17.2,9,25,3,13,10,17,33.8,52.9,0.0,976.7,2012-01-05T21:00:00Z,352,4.8,92
2012-01-05T22:00:00Z,2012-01-05T21:00:00Z,PT60M,28.4,0.15,-111,0.0,17.4,57,328,88,145,103,336,33.5,51.3,0.0,977.1,2012-01-05T22:00:00Z,347,4.5,79
2012-01-05T23:00:00Z,2012-01-05T22:00:00Z,PT60M,29.9,0.15,-107,0.0,17.5,104,605,262,366,295,713,33.1,47.3,0.0,977.4,2012-01-05T23:00:00Z,339,4.3,65
2012-01-06T00:00:00Z,2012-01-05T23:00:00Z,PT60M,31.6,0.15,-105,0.0,17.6,137,734,457,594,518,898,32.7,43.3,0.0,977.7,2012-01-06T00:00:00Z,330,4.1,52
2012-01-06T01:00:00Z,2012-01-06T00:00:00Z,PT60M,33.4,0.15,-104,0.0,17.1,164,794,623,788,715,973,32.4,37.7,0.0,977.4,2012-01-06T01:00:00Z,330,3.6,38
2012-01-06T02:00:00Z,2012-01-06T01:00:00Z,PT60M,35.3,0.15,-106,0.0,16.1,185,822,746,932,863,1013,32.3,31.8,0.0,976.7,2012-01-06T02:00:00Z,342,2.7,24
2012-01-06T03:00:00Z,2012-01-06T02:00:00Z,PT60M,37.2,0.15,-124,0.0,15.0,202,830,810,1012,946,1032,32.2,26.7,0.0,975.9,2012-01-06T03:00:00Z,5,2.0,11
2012-01-06T04:00:00Z,2012-01-06T03:00:00Z,PT60M,38.5,0.15,147,0.0,14.1,209,825,814,1024,959,1034,32.2,23.6,0.0,975.0,2012-01-06T04:00:00Z,31,1.9,9
