PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,Time,WindDirection10m,WindSpeed10m,Zenith
2009-02-10T04:00:00Z,2009-02-10T03:00:00Z,PT60M,28.4,0.15,38,38.2,23.0,551,64,63,614,602,615,62.8,72.8,0.0,971.7,2009-02-10T04:00:00Z,119,6.9,8
2009-02-10T05:00:00Z,2009-02-10T04:00:00Z,PT60M,28.1,0.15,78,44.3,23.1,500,32,31,532,521,533,63.0,74.3,0.0,971.3,2009-02-10T05:00:00Z,118,6.8,17
2009-02-10T06:00:00Z,2009-02-10T05:00:00Z,PT60M,27.8,0.15,88,64.0,23.3,306,0,0,306,299,306,63.2,76.4,0.0,971.0,2009-02-10T06:00:00Z,117,6.8,31
2009-02-10T07:00:00Z,2009-02-10T06:00:00Z,PT60M,27.4,0.15,93,60.1,23.5,257,0,0,257,252,257,63.5,79.0,0.0,971.0,2009-02-10T07:00:00Z,115,6.5,46
2009-02-10T08:00:00Z,2009-02-10T07:00:00Z,PT60M,27.0,0.15,97,48.0,23.6,230,0,0,230,225,230,63.9,82.1,0.0,971.3,2009-02-10T08:00:00Z,112,5.9,60
2009-02-10T09:00:00Z,2009-02-10T08:00:00Z,PT60M,26.5,0.15,101,54.8,23.8,109,0,0,109,107,109,64.3,85.3,0.0,971.7,2009-02-10T09:00:00Z,109,5.4,74
2009-02-10T10:00:00Z,2009-02-10T09:00:00Z,PT60M,26.2,0.15,105,72.2,23.9,19,0,0,19,19,19,64.8,86.8,0.0,972.1,2009-02-10T10:00:00Z,108,5.3,88
2009-02-10T11:00:00Z,2009-02-10T10:00:00Z,PT60M,26.2,0.15,110,91.9,23.9,0,0,0,0,0,0,65.3,87.0,0.0,972.7,2009-02-10T11:00:00Z,109,5.4,101
2009-02-10T12:00:00Z,2009-02-10T11:00:00Z,PT60M,26.2,0.15,117,98.4,23.9,0,0,0,0,0,0,65.7,87.0,0.0,973.2,2009-02-10T12:00:00Z,110,5.5,114
2009-02-10T13:00:00Z,2009-02-10T12:00:00Z,PT60M,26.0,0.15,126,98.1,23.9,0,0,0,0,0,0,66.2,88.7,0.0,973.4,2009-02-10T13:00:00Z,111,5.6,126
2009-02-10T14:00:00Z,2009-02-10T13:00:00Z,PT60M,25.5,0.15,140,98.0,24.1,0,0,0,0,0,0,66.7,91.8,0.0,973.4,2009-02-10T14:00:00Z,111,5.7,137
2009-02-10T15:00:00Z,2009-02-10T14:00:00Z,PT60M,25.0,0.15,159,98.0,24.2,0,0,0,0,0,0,67.1,95.1,0.0,973.4,2009-02-10T15:00:00Z,111,5.8,144
2009-02-10T16:00:00Z,2009-02-10T15:00:00Z,PT60M,24.8,0.15,-176,98.0,24.2,0,0,0,0,0,0,67.3,96.8,0.0,973.2,2009-02-10T16:00:00Z,113,5.8,146
2009-02-10T17:00:00Z,2009-02-10T16:00:00Z,PT60M,24.6,0.15,-152,98.0,24.2,0,0,0,0,0,0,67.2,97.4,0.0,972.9,2009-02-10T17:00:00Z,114,5.8,142
2009-02-10T18:00:00Z,2009-02-10T17:00:00Z,PT60M,24.5,0.15,-134,98.0,24.2,0,0,0,0,0,0,67.1,97.7,0.0,972.6,2009-02-10T18:00:00Z,116,5.8,134
2009-02-10T19:00:00Z,2009-02-10T18:00:00Z,PT60M,24.4,0.15,-122,98.0,24.1,0,0,0,0,0,0,66.7,97.9,0.0,972.6,2009-02-10T19:00:00Z,117,5.8,123
2009-02-10T20:00:00Z,2009-02-10T19:00:00Z,PT60M,24.3,0.15,-114,98.0,24.0,0,0,0,0,0,0,66.2,98.0,0.0,972.8,2009-02-10T20:00:00Z,116,5.9,110
2009-02-10T21:00:00Z,2009-02-10T20:00:00Z,PT60M,24.3,0.15,-108,97.3,23.9,0,0,0,0,0,0,65.7,98.1,0.0,973.1,2009-02-10T21:00:00Z,116,6.0,97
2009-02-10T22:00:00Z,2009-02-10T21:00:00Z,PT60M,24.2,0.15,-103,66.5,23.9,45,0,0,45,44,45,64.3,98.3,0.0,973.8,2009-02-10T22:00:00Z,117,6.3,83
2009-02-10T23:00:00Z,2009-02-10T22:00:00Z,PT60M,24.1,0.15,-99,67.5,23.9,83,0,0,83,81,83,62.3,98.8,0.0,974.7,2009-02-10T23:00:00Z,119,6.8,69
2009-02-11T00:00:00Z,2009-02-10T23:00:00Z,PT60M,24.0,0.15,-95,72.2,23.9,148,0,0,148,145,148,60.2,99.2,0.0,975.7,2009-02-11T00:00:00Z,121,7.3,55
2009-02-11T01:00:00Z,2009-02-11T00:00:00Z,PT60M,23.9,0.15,-91,66.2,23.3,246,0,0,246,241,246,58.8,96.4,0.0,976.0,2009-02-11T01:00:00Z,122,7.8,41
2009-02-11T02:00:00Z,2009-02-11T01:00:00Z,PT60M,23.7,0.15,-86,66.8,22.2,288,0,0,288,282,288,57.9,91.5,0.0,975.8,2009-02-11T02:00:00Z,124,8.3,27
2009-02-11T03:00:00Z,2009-02-11T02:00:00Z,PT60M,23.4,0.15,-71,70.1,21.0,288,0,0,288,282,288,57.1,86.4,0.0,975.6,2009-02-11T03:00:00Z,124,8.7,13
2009-02-11T04:00:00Z,2009-02-11T03:00:00Z,PT60M,23.5,0.15,35,79.1,20.2,206,0,0,206,201,206,56.3,81.9,0.0,975.2,2009-02-11T04:00:00Z,125,9.0,8
2009-02-11T05:00:00Z,2009-02-11T04:00:00Z,PT60M,23.7,0.15,77,76.5,19.6,217,0,0,217,214,217,55.7,77.7,0.0,974.8,2009-02-11T05:00:00Z,125,9.1,17
2009-02-11T06:00:00Z,2009-02-11T05:00:00Z,PT60M,24.0,0.15,88,78.3,19.0,179,0,0,179,177,179,55.0,73.8,0.0,974.4,2009-02-11T06:00:00Z,125,9.2,31
2009-02-11T07:00:00Z,2009-02-11T06:00:00Z,PT60M,23.8,0.15,93,80.2,18.6,127,0,0,127,124,127,54.7,72.5,0.0,974.3,2009-02-11T07:00:00Z,125,8.9,46
2009-02-11T08:00:00Z,2009-02-11T07:00:00Z,PT60M,23.4,0.15,97,83.5,18.2,73,0,0,73,72,73,54.7,72.9,0.0,974.5,2009-02-11T08:00:00Z,125,8.2,60
2009-02-11T09:00:00Z,2009-02-11T08:00:00Z,PT60M,22.9,0.15,100,73.3,17.9,44,0,0,44,44,44,54.8,73.5,0.0,974.7,2009-02-11T09:00:00Z,125,7.6,74
2009-02-11T10:00:00Z,2009-02-11T09:00:00Z,PT60M,22.8,0.15,105,74.0,17.6,14,0,0,14,14,14,54.9,72.7,0.0,975.0,2009-02-11T10:00:00Z,123,7.2,88
2009-02-11T11:00:00Z,2009-02-11T10:00:00Z,PT60M,22.9,0.15,110,75.9,17.4,0,0,0,0,0,0,55.0,70.9,0.0,975.5,2009-02-11T11:00:00Z,121,6.9,101
2009-02-11T12:00:00Z,2009-02-11T11:00:00Z,PT60M,23.1,0.15,116,76.7,17.1,0,0,0,0,0,0,55.1,69.1,0.0,976.0,2009-02-11T12:00:00Z,118,6.8,114
2009-02-11T13:00:00Z,2009-02-11T12:00:00Z,PT60M,23.0,0.15,126,74.4,17.2,0,0,0,0,0,0,55.4,70.0,0.0,976.2,2009-02-11T13:00:00Z,117,6.6,127
2009-02-11T14:00:00Z,2009-02-11T13:00:00Z,PT60M,22.6,0.15,139,86.1,17.4,0,0,0,0,0,0,55.7,72.9,0.0,976.1,2009-02-11T14:00:00Z,116,6.5,137
2009-02-11T15:00:00Z,2009-02-11T14:00:00Z,PT60M,22.1,0.15,159,92.7,17.7,0,0,0,0,0,0,56.1,76.3,0.0,976.0,2009-02-11T15:00:00Z,117,6.3,144
2009-02-11T16:00:00Z,2009-02-11T15:00:00Z,PT60M,21.9,0.15,-176,90.4,18.0,0,0,0,0,0,0,56.5,78.5,0.0,975.8,2009-02-11T16:00:00Z,117,6.3,146
2009-02-11T17:00:00Z,2009-02-11T16:00:00Z,PT60M,21.8,0.15,-152,93.6,18.1,0,0,0,0,0,0,56.8,79.8,0.0,975.6,2009-02-11T17:00:00Z,117,6.3,143
2009-02-11T18:00:00Z,2009-02-11T17:00:00Z,PT60M,21.7,0.15,-134,93.9,18.3,0,0,0,0,0,0,57.2,81.1,0.0,975.4,2009-02-11T18:00:00Z,117,6.3,134
2009-02-11T19:00:00Z,2009-02-11T18:00:00Z,PT60M,21.6,0.15,-122,93.0,18.5,0,0,0,0,0,0,57.4,82.4,0.0,975.5,2009-02-11T19:00:00Z,116,6.4,123
2009-02-11T20:00:00Z,2009-02-11T19:00:00Z,PT60M,21.4,0.15,-114,92.7,18.6,0,0,0,0,0,0,57.6,84.0,0.0,975.7,2009-02-11T20:00:00Z,116,6.4,110
2009-02-11T21:00:00Z,2009-02-11T20:00:00Z,PT60M,21.2,0.15,-108,91.2,18.7,0,0,0,0,0,0,57.8,85.5,0.0,975.9,2009-02-11T21:00:00Z,115,6.5,97
2009-02-11T22:00:00Z,2009-02-11T21:00:00Z,PT60M,21.4,0.15,-103,56.0,18.7,51,0,0,51,50,51,57.3,84.8,0.0,976.3,2009-02-11T22:00:00Z,115,6.4,83
2009-02-11T23:00:00Z,2009-02-11T22:00:00Z,PT60M,21.8,0.15,-99,52.9,18.7,120,0,0,120,118,120,56.3,82.6,0.0,976.8,2009-02-11T23:00:00Z,117,6.2,69
2009-02-12T00:00:00Z,2009-02-11T23:00:00Z,PT60M,22.2,0.15,-95,57.9,18.6,216,0,0,216,212,216,55.3,80.2,0.0,977.3,2009-02-12T00:00:00Z,119,6.1,55
2009-02-12T01:00:00Z,2009-02-12T00:00:00Z,PT60M,22.5,0.15,-91,46.8,18.0,385,0,0,385,377,385,54.6,75.7,0.0,977.5,2009-02-12T01:00:00Z,120,6.2,41
2009-02-12T02:00:00Z,2009-02-12T01:00:00Z,PT60M,22.7,0.15,-85,42.2,16.9,500,0,0,500,491,500,54.2,69.8,0.0,977.3,2009-02-12T02:00:00Z,120,6.5,27
2009-02-12T03:00:00Z,2009-02-12T02:00:00Z,PT60M,22.9,0.15,-69,52.1,15.8,456,0,0,456,448,456,53.8,64.3,0.0,977.1,2009-02-12T03:00:00Z,121,6.9,13
2009-02-12T04:00:00Z,2009-02-12T03:00:00Z,PT60M,23.1,0.15,32,64.8,15.3,346,0,0,346,339,346,53.6,61.8,0.0,976.9,2009-02-12T04:00:00Z,121,6.9,8
2009-02-12T05:00:00Z,2009-02-12T04:00:00Z,PT60M,23.1,0.15,76,72.7,15.2,256,0,0,256,251,256,53.6,61.3,0.0,976.6,2009-02-12T05:00:00Z,122,6.8,17
2009-02-12T06:00:00Z,2009-02-12T05:00:00Z,PT60M,23.1,0.15,87,74.5,15.2,210,0,0,210,205,210,53.5,61.1,0.0,976.3,2009-02-12T06:00:00Z,122,6.5,31
2009-02-12T07:00:00Z,2009-02-12T06:00:00Z,PT60M,22.9,0.15,92,77.4,15.3,148,0,0,148,145,148,53.5,62.2,0.0,976.2,2009-02-12T07:00:00Z,122,6.1,46
2009-02-12T08:00:00Z,2009-02-12T07:00:00Z,PT60M,22.5,0.15,96,64.8,15.5,140,0,0,140,138,140,53.6,64.4,0.0,976.3,2009-02-12T08:00:00Z,120,5.4,60
2009-02-12T09:00:00Z,2009-02-12T08:00:00Z,PT60M,22.2,0.15,100,33.7,15.7,116,18,3,118,115,129,53.6,66.8,0.0,976.5,2009-02-12T09:00:00Z,118,4.6,74
2009-02-12T10:00:00Z,2009-02-12T09:00:00Z,PT60M,22.1,0.15,104,30.8,15.9,33,8,1,35,33,39,53.0,68.1,0.0,976.7,2009-02-12T10:00:00Z,114,4.3,88
2009-02-12T11:00:00Z,2009-02-12T10:00:00Z,PT60M,22.2,0.15,109,43.9,16.1,0,0,0,0,0,0,51.9,68.5,0.0,976.9,2009-02-12T11:00:00Z,109,4.2,101
2009-02-12T12:00:00Z,2009-02-12T11:00:00Z,PT60M,22.3,0.15,116,50.9,16.3,0,0,0,0,0,0,50.7,68.8,0.0,977.2,2009-02-12T12:00:00Z,104,4.2,115
2009-02-12T13:00:00Z,2009-02-12T12:00:00Z,PT60M,22.1,0.15,125,56.8,16.2,0,0,0,0,0,0,49.9,69.5,0.0,977.3,2009-02-12T13:00:00Z,101,4.2,127
2009-02-12T14:00:00Z,2009-02-12T13:00:00Z,PT60M,21.6,0.15,139,54.4,16.0,0,0,0,0,0,0,49.3,70.4,0.0,977.2,2009-02-12T14:00:00Z,99,4.1,137
2009-02-12T15:00:00Z,2009-02-12T14:00:00Z,PT60M,21.0,0.15,159,52.0,15.7,0,0,0,0,0,0,48.8,71.4,0.0,977.2,2009-02-12T15:00:00Z,98,4.0,145
2009-02-12T16:00:00Z,2009-02-12T15:00:00Z,PT60M,20.7,0.15,-176,51.0,15.5,0,0,0,0,0,0,48.4,71.9,0.0,977.1,2009-02-12T16:00:00Z,96,3.9,147
2009-02-12T17:00:00Z,2009-02-12T16:00:00Z,PT60M,20.6,0.15,-152,49.4,15.4,0,0,0,0,0,0,47.9,72.0,0.0,976.9,2009-02-12T17:00:00Z,94,4.0,143
2009-02-12T18:00:00Z,2009-02-12T17:00:00Z,PT60M,20.5,0.14,-134,52.3,15.3,0,0,0,0,0,0,47.5,72.1,0.0,976.8,2009-02-12T18:00:00Z,92,4.1,134
2009-02-12T19:00:00Z,2009-02-12T18:00:00Z,PT60M,20.3,0.14,-122,49.5,15.2,0,0,0,0,0,0,46.9,72.6,0.0,976.9,2009-02-12T19:00:00Z,92,4.1,123
2009-02-12T20:00:00Z,2009-02-12T19:00:00Z,PT60M,20.2,0.14,-114,15.9,15.3,0,0,0,0,0,0,46.4,73.4,0.0,977.1,2009-02-12T20:00:00Z,92,4.1,110
2009-02-12T21:00:00Z,2009-02-12T20:00:00Z,PT60M,20.1,0.14,-107,0.1,15.3,1,5,1,2,2,5,45.7,74.1,0.0,977.3,2009-02-12T21:00:00Z,93,4.1,97
2009-02-12T22:00:00Z,2009-02-12T21:00:00Z,PT60M,21.1,0.14,-103,3.4,15.4,51,182,36,87,71,180,44.3,69.8,0.0,977.7,2009-02-12T22:00:00Z,98,4.4,83
2009-02-12T23:00:00Z,2009-02-12T22:00:00Z,PT60M,23.0,0.14,-99,8.5,15.5,140,354,129,269,242,509,42.2,62.6,0.0,978.1,2009-02-12T23:00:00Z,105,5.0,69
2009-02-13T00:00:00Z,2009-02-12T23:00:00Z,PT60M,25.0,0.14,-95,38.6,15.6,241,126,53,295,281,388,40.1,55.9,0.0,978.6,2009-02-13T00:00:00Z,111,5.7,55
2009-02-13T01:00:00Z,2009-02-13T00:00:00Z,PT60M,26.4,0.14,-90,40.4,15.2,433,6,5,438,430,439,39.2,50.2,0.0,978.5,2009-02-13T01:00:00Z,113,6.3,41
2009-02-13T02:00:00Z,2009-02-13T01:00:00Z,PT60M,27.4,0.14,-84,27.6,14.5,516,132,122,638,625,653,39.2,45.3,0.0,978.0,2009-02-13T02:00:00Z,113,6.6,27
2009-02-13T03:00:00Z,2009-02-13T02:00:00Z,PT60M,28.2,0.14,-68,29.1,13.7,585,106,100,687,673,694,39.3,40.8,0.0,977.5,2009-02-13T03:00:00Z,114,6.9,13
2009-02-13T04:00:00Z,2009-02-13T03:00:00Z,PT60M,28.8,0.14,30,39.9,13.3,570,23,23,594,581,594,39.5,38.4,0.0,977.0,2009-02-13T04:00:00Z,114,7.0,9
2009-02-13T05:00:00Z,2009-02-13T04:00:00Z,PT60M,29.3,0.14,74,30.2,13.2,538,120,111,650,636,662,39.8,37.1,0.0,976.6,2009-02-13T05:00:00Z,114,6.9,17
2009-02-13T06:00:00Z,2009-02-13T05:00:00Z,PT60M,29.8,0.14,86,22.1,13.1,479,188,158,637,622,680,40.0,36.1,0.0,976.1,2009-02-13T06:00:00Z,115,6.7,31
2009-02-13T07:00:00Z,2009-02-13T06:00:00Z,PT60M,29.4,0.14,92,8.8,13.6,293,479,316,609,582,811,40.0,37.9,0.0,976.0,2009-02-13T07:00:00Z,114,6.2,46
2009-02-13T08:00:00Z,2009-02-13T07:00:00Z,PT60M,28.5,0.14,96,1.6,14.3,160,554,282,442,409,773,39.9,42.1,0.0,976.1,2009-02-13T08:00:00Z,114,5.5,60
2009-02-13T09:00:00Z,2009-02-13T08:00:00Z,PT60M,27.4,0.14,100,9.3,15.1,111,219,85,196,179,342,39.6,47.0,0.0,976.1,2009-02-13T09:00:00Z,113,4.8,74
2009-02-13T10:00:00Z,2009-02-13T09:00:00Z,PT60M,26.4,0.14,104,4.5,15.4,32,22,5,37,34,50,38.8,50.8,0.0,976.4,2009-02-13T10:00:00Z,110,4.5,88
2009-02-13T11:00:00Z,2009-02-13T10:00:00Z,PT60M,25.4,0.14,109,0.0,15.4,0,0,0,0,0,0,37.7,53.7,0.0,976.9,2009-02-13T11:00:00Z,106,4.4,102
2009-02-13T12:00:00Z,2009-02-13T11:00:00Z,PT60M,24.5,0.14,116,0.0,15.2,0,0,0,0,0,0,36.4,56.5,0.0,977.3,2009-02-13T12:00:00Z,102,4.4,115
2009-02-13T13:00:00Z,2009-02-13T12:00:00Z,PT60M,23.5,0.14,125,0.0,15.0,0,0,0,0,0,0,35.0,58.8,0.0,977.6,2009-02-13T13:00:00Z,99,4.3,127
2009-02-13T14:00:00Z,2009-02-13T13:00:00Z,PT60M,22.6,0.14,139,0.0,14.7,0,0,0,0,0,0,33.6,60.9,0.0,977.9,2009-02-13T14:00:00Z,96,4.3,138
2009-02-13T15:00:00Z,2009-02-13T14:00:00Z,PT60M,21.7,0.14,159,0.0,14.3,0,0,0,0,0,0,32.1,62.9,0.0,978.1,2009-02-13T15:00:00Z,93,4.3,145
2009-02-13T16:00:00Z,2009-02-13T15:00:00Z,PT60M,21.1,0.14,-176,0.0,14.1,0,0,0,0,0,0,31.0,64.4,0.0,978.1,2009-02-13T16:00:00Z,93,4.2,147
2009-02-13T17:00:00Z,2009-02-13T16:00:00Z,PT60M,20.6,0.15,-151,0.0,13.9,0,0,0,0,0,0,30.2,65.5,0.0,977.9,2009-02-13T17:00:00Z,94,4.1,143
2009-02-13T18:00:00Z,2009-02-13T17:00:00Z,PT60M,20.1,0.15,-133,0.0,13.7,0,0,0,0,0,0,29.3,66.5,0.0,977.8,2009-02-13T18:00:00Z,96,4.0,134
2009-02-13T19:00:00Z,2009-02-13T18:00:00Z,PT60M,19.7,0.15,-121,0.0,13.5,0,0,0,0,0,0,28.8,67.6,0.0,977.8,2009-02-13T19:00:00Z,99,4.0,123
2009-02-13T20:00:00Z,2009-02-13T19:00:00Z,PT60M,19.2,0.15,-113,0.0,13.3,0,0,0,0,0,0,28.4,68.8,0.0,978.0,2009-02-13T20:00:00Z,102,3.9,111
2009-02-13T21:00:00Z,2009-02-13T20:00:00Z,PT60M,18.7,0.15,-107,0.0,13.1,1,6,1,2,2,5,28.1,69.8,0.0,978.2,2009-02-13T21:00:00Z,106,3.9,97
2009-02-13T22:00:00Z,2009-02-13T21:00:00Z,PT60M,19.8,0.15,-102,1.5,13.0,45,235,47,92,73,210,27.8,64.7,0.0,978.3,2009-02-13T22:00:00Z,110,4.2,83
2009-02-13T23:00:00Z,2009-02-13T22:00:00Z,PT60M,22.1,0.15,-98,0.7,13.0,89,573,218,307,270,667,27.6,56.4,0.0,978.5,2009-02-13T23:00:00Z,113,4.7,69
2009-02-14T00:00:00Z,2009-02-13T23:00:00Z,PT60M,24.4,0.15,-94,0.0,13.0,111,779,447,558,519,936,27.3,48.8,0.0,978.7,2009-02-14T00:00:00Z,116,5.3,55
2009-02-14T01:00:00Z,2009-02-14T00:00:00Z,PT60M,26.3,0.15,-90,0.0,12.5,123,872,655,778,745,1021,27.5,42.3,0.0,978.6,2009-02-14T01:00:00Z,116,5.9,41
2009-02-14T02:00:00Z,2009-02-14T01:00:00Z,PT60M,27.8,0.15,-83,0.0,11.6,129,921,816,946,919,1060,27.9,36.6,0.0,978.1,2009-02-14T02:00:00Z,114,6.4,27
2009-02-14T03:00:00Z,2009-02-14T02:00:00Z,PT60M,29.3,0.15,-66,0.0,10.8,135,942,911,1046,1024,1077,28.4,31.7,0.0,977.6,2009-02-14T03:00:00Z,113,6.8,13
2009-02-14T04:00:00Z,2009-02-14T03:00:00Z,PT60M,30.2,0.15,28,0.0,10.1,142,939,928,1070,1049,1079,28.8,28.8,0.0,977.1,2009-02-14T04:00:00Z,112,7.0,9
2009-02-14T05:00:00Z,2009-02-14T04:00:00Z,PT60M,30.7,0.15,73,0.0,9.5,141,926,877,1019,996,1071,29.1,27.0,0.0,976.4,2009-02-14T05:00:00Z,113,6.8,18
2009-02-14T06:00:00Z,2009-02-14T05:00:00Z,PT60M,31.1,0.15,86,0.0,9.1,138,891,755,893,866,1045,29.4,25.5,0.0,975.8,2009-02-14T06:00:00Z,113,6.6,32
2009-02-14T07:00:00Z,2009-02-14T06:00:00Z,PT60M,30.7,0.15,91,0.0,9.5,134,817,569,704,670,986,29.4,26.8,0.0,975.5,2009-02-14T07:00:00Z,113,6.1,46
2009-02-14T08:00:00Z,2009-02-14T07:00:00Z,PT60M,29.7,0.15,95,0.0,10.5,115,701,356,471,433,869,29.2,30.5,0.0,975.4,2009-02-14T08:00:00Z,112,5.4,60
2009-02-14T09:00:00Z,2009-02-14T08:00:00Z,PT60M,28.6,0.15,99,0.0,11.7,77,478,146,223,190,507,29.0,35.1,0.0,975.3,2009-02-14T09:00:00Z,111,4.7,74
2009-02-14T10:00:00Z,2009-02-14T09:00:00Z,PT60M,27.3,0.15,104,0.0,12.4,21,130,26,47,37,117,28.6,39.6,0.0,975.5,2009-02-14T10:00:00Z,108,4.3,88
2009-02-14T11:00:00Z,2009-02-14T10:00:00Z,PT60M,25.9,0.15,109,0.0,12.8,0,0,0,0,0,0,28.2,44.2,0.0,976.1,2009-02-14T11:00:00Z,104,4.2,102
2009-02-14T12:00:00Z,2009-02-14T11:00:00Z,PT60M,24.4,0.15,115,0.0,13.1,0,0,0,0,0,0,27.7,49.2,0.0,976.6,2009-02-14T12:00:00Z,100,4.1,115
2009-02-14T13:00:00Z,2009-02-14T12:00:00Z,PT60M,23.2,0.15,125,0.0,13.2,0,0,0,0,0,0,27.0,53.4,0.0,977.0,2009-02-14T13:00:00Z,97,4.1,127
2009-02-14T14:00:00Z,2009-02-14T13:00:00Z,PT60M,22.1,0.15,138,0.0,13.1,0,0,0,0,0,0,26.0,56.7,0.0,977.3,2009-02-14T14:00:00Z,95,4.0,138
2009-02-14T15:00:00Z,2009-02-14T14:00:00Z,PT60M,21.0,0.15,159,0.0,12.9,0,0,0,0,0,0,25.0,60.0,0.0,977.6,2009-02-14T15:00:00Z,93,3.9,145
2009-02-14T16:00:00Z,2009-02-14T15:00:00Z,PT60M,20.1,0.15,-176,0.0,12.8,0,0,0,0,0,0,24.3,62.6,0.0,977.5,2009-02-14T16:00:00Z,93,3.8,147
2009-02-14T17:00:00Z,2009-02-14T16:00:00Z,PT60M,19.5,0.15,-151,0.0,12.6,0,0,0,0,0,0,23.7,64.5,0.0,977.2,2009-02-14T17:00:00Z,93,3.7,143
2009-02-14T18:00:00Z,2009-02-14T17:00:00Z,PT60M,18.9,0.15,-133,0.0,12.5,0,0,0,0,0,0,23.1,66.4,0.0,976.9,2009-02-14T18:00:00Z,93,3.5,135
2009-02-14T19:00:00Z,2009-02-14T18:00:00Z,PT60M,18.4,0.15,-121,0.0,12.4,0,0,0,0,0,0,22.6,67.9,0.0,976.8,2009-02-14T19:00:00Z,95,3.4,123
2009-02-14T20:00:00Z,2009-02-14T19:00:00Z,PT60M,17.9,0.15,-113,0.0,12.2,0,0,0,0,0,0,22.3,69.2,0.0,976.8,2009-02-14T20:00:00Z,98,3.4,111
2009-02-14T21:00:00Z,2009-02-14T20:00:00Z,PT60M,17.5,0.15,-107,0.0,12.0,1,8,1,2,2,6,21.9,70.2,0.0,976.8,2009-02-14T21:00:00Z,101,3.3,97
2009-02-14T22:00:00Z,2009-02-14T21:00:00Z,PT60M,19.0,0.15,-102,0.0,12.0,40,284,56,96,74,235,21.8,63.8,0.0,977.1,2009-02-14T22:00:00Z,99,3.4,84
2009-02-14T23:00:00Z,2009-02-14T22:00:00Z,PT60M,22.0,0.15,-98,0.0,12.1,86,606,226,312,274,690,21.8,53.6,0.0,977.4,2009-02-14T23:00:00Z,95,3.6,70
2009-02-15T00:00:00Z,2009-02-14T23:00:00Z,PT60M,25.1,0.15,-94,0.0,12.3,118,777,444,562,524,944,21.8,44.8,0.0,977.8,2009-02-15T00:00:00Z,90,3.9,55
2009-02-15T01:00:00Z,2009-02-15T00:00:00Z,PT60M,27.3,0.15,-89,0.0,11.8,146,846,634,780,749,1021,22.2,37.9,0.0,977.8,2009-02-15T01:00:00Z,90,4.2,41
2009-02-15T02:00:00Z,2009-02-15T01:00:00Z,PT60M,28.9,0.15,-83,0.0,10.8,164,884,783,947,922,1060,22.8,32.4,0.0,977.5,2009-02-15T02:00:00Z,92,4.7,27
2009-02-15T03:00:00Z,2009-02-15T02:00:00Z,PT60M,30.4,0.15,-65,0.0,9.7,174,903,873,1047,1027,1078,23.5,27.7,0.0,977.1,2009-02-15T03:00:00Z,95,5.1,13
2009-02-15T04:00:00Z,2009-02-15T03:00:00Z,PT60M,31.3,0.15,27,0.0,9.1,178,905,893,1071,1052,1080,24.0,25.2,0.0,976.6,2009-02-15T04:00:00Z,96,5.2,9
2009-02-15T05:00:00Z,2009-02-15T04:00:00Z,PT60M,31.8,0.15,72,0.0,8.7,176,890,843,1019,998,1070,24.5,24.0,0.0,975.9,2009-02-15T05:00:00Z,97,5.2,18
2009-02-15T06:00:00Z,2009-02-15T05:00:00Z,PT60M,32.2,0.15,85,0.0,8.5,170,851,721,892,866,1040,24.9,23.0,0.0,975.3,2009-02-15T06:00:00Z,98,5.0,32
2009-02-15T07:00:00Z,2009-02-15T06:00:00Z,PT60M,31.9,0.15,91,0.0,8.8,159,778,542,701,670,977,25.0,24.0,0.0,974.9,2009-02-15T07:00:00Z,98,4.8,46
2009-02-15T08:00:00Z,2009-02-15T07:00:00Z,PT60M,31.1,0.15,95,0.0,9.7,131,664,336,467,431,852,24.7,26.6,0.0,974.8,2009-02-15T08:00:00Z,98,4.3,60
2009-02-15T09:00:00Z,2009-02-15T08:00:00Z,PT60M,30.2,0.15,99,0.0,10.6,83,448,137,220,189,490,24.5,29.8,0.0,974.8,2009-02-15T09:00:00Z,97,3.9,74
2009-02-15T10:00:00Z,2009-02-15T09:00:00Z,PT60M,28.8,0.15,103,0.0,11.8,22,121,24,46,36,111,24.0,34.8,0.0,975.0,2009-02-15T10:00:00Z,94,3.6,88
2009-02-15T11:00:00Z,2009-02-15T10:00:00Z,PT60M,27.1,0.15,108,0.0,13.1,0,0,0,0,0,0,23.5,41.9,0.0,975.4,2009-02-15T11:00:00Z,89,3.3,102
2009-02-15T12:00:00Z,2009-02-15T11:00:00Z,PT60M,25.4,0.15,115,0.0,14.4,0,0,0,0,0,0,22.9,50.7,0.0,975.8,2009-02-15T12:00:00Z,83,3.2,115
2009-02-15T13:00:00Z,2009-02-15T12:00:00Z,PT60M,24.0,0.15,124,0.0,15.0,0,0,0,0,0,0,22.5,57.4,0.0,976.0,2009-02-15T13:00:00Z,75,3.0,127
2009-02-15T14:00:00Z,2009-02-15T13:00:00Z,PT60M,22.8,0.15,138,0.0,15.2,0,0,0,0,0,0,22.1,62.1,0.0,976.2,2009-02-15T14:00:00Z,64,2.9,138
2009-02-15T15:00:00Z,2009-02-15T14:00:00Z,PT60M,21.7,0.15,158,0.0,15.2,0,0,0,0,0,0,21.8,66.7,0.0,976.3,2009-02-15T15:00:00Z,52,2.8,146
